first,second,third,fourth
erblickte,der,kleine,prinz
der,kleine,prinz,setzte
kleine,prinz,setzte,sich
prinz,setzte,sich,an
setzte,sich,an,den
sich,an,den,tisch
an,den,tisch,um
den,tisch,um,ein
tisch,um,ein,wenig
um,ein,wenig,zu
ein,wenig,zu,verschnaufen
wenig,zu,verschnaufen,er
zu,verschnaufen,er,war
verschnaufen,er,war,schon
er,war,schon,so
war,schon,so,viel
schon,so,viel,herumgereist
so,viel,herumgereist,wo
viel,herumgereist,wo,kommst
herumgereist,wo,kommst,du
wo,kommst,du,her
kommst,du,her,fragte
du,her,fragte,ihn
her,fragte,ihn,der
fragte,ihn,der,alte
ihn,der,alte,herr
der,alte,herr,was
alte,herr,was,ist
herr,was,ist,das
was,ist,das,für
ist,das,für,ein
das,für,ein,dickes
für,ein,dickes,buch
ein,dickes,buch,sagte
dickes,buch,sagte,der
buch,sagte,der,kleine
sagte,der,kleine,prinz
der,kleine,prinz,was
kleine,prinz,was,treiben
prinz,was,treiben,sie
was,treiben,sie,hier
treiben,sie,hier,ich
sie,hier,ich,bin
hier,ich,bin,geograph
ich,bin,geograph,sagte
bin,geograph,sagte,der
geograph,sagte,der,alte
sagte,der,alte,was
der,alte,was,ist
alte,was,ist,ein
was,ist,ein,geograph
ist,ein,geograph,das
ein,geograph,das,ist
geograph,das,ist,ein
das,ist,ein,wissenschaftler
ist,ein,wissenschaftler,der
ein,wissenschaftler,der,weiß
wissenschaftler,der,weiß,wo
der,weiß,wo,sich
weiß,wo,sich,die
wo,sich,die,meere
sich,die,meere,befinden
die,meere,befinden,die
meere,befinden,die,flüsse
befinden,die,flüsse,die
die,flüsse,die,städte
flüsse,die,städte,die
die,städte,die,berge
städte,die,berge,und
die,berge,und,die
berge,und,die,wüsten
und,die,wüsten,das
die,wüsten,das,ist
wüsten,das,ist,sehr
das,ist,sehr,interessant
ist,sehr,interessant,sagte
sehr,interessant,sagte,der
interessant,sagte,der,kleine
sagte,der,kleine,prinz
der,kleine,prinz,das
kleine,prinz,das,ist
prinz,das,ist,endlich
das,ist,endlich,mal
ist,endlich,mal,ein
endlich,mal,ein,richtiger
mal,ein,richtiger,beruf
ein,richtiger,beruf,er
richtiger,beruf,er,schaute
beruf,er,schaute,sich
er,schaute,sich,den
schaute,sich,den,planeten
sich,den,planeten,des
den,planeten,des,geographen
planeten,des,geographen,an
des,geographen,an,er
geographen,an,er,hatte
an,er,hatte,noch
er,hatte,noch,niemals
hatte,noch,niemals,einen
noch,niemals,einen,so
niemals,einen,so,herrschaftlichen
einen,so,herrschaftlichen,planeten
so,herrschaftlichen,planeten,gesehen
herrschaftlichen,planeten,gesehen,er
planeten,gesehen,er,ist
gesehen,er,ist,so
er,ist,so,wunderschön
ist,so,wunderschön,euer
so,wunderschön,euer,planet
wunderschön,euer,planet,gibt
euer,planet,gibt,es
planet,gibt,es,meere
gibt,es,meere,das
es,meere,das,kann
meere,das,kann,ich
das,kann,ich,nicht
kann,ich,nicht,wissen
ich,nicht,wissen,sagte
nicht,wissen,sagte,der
wissen,sagte,der,geograph
sagte,der,geograph,ah
der,geograph,ah,der
geograph,ah,der,kleine
ah,der,kleine,prinz
der,kleine,prinz,war
kleine,prinz,war,schon
prinz,war,schon,enttäuscht
war,schon,enttäuscht,und
schon,enttäuscht,und,berge
enttäuscht,und,berge,das
und,berge,das,kann
berge,das,kann,ich
das,kann,ich,nicht
kann,ich,nicht,wissen
ich,nicht,wissen,sagte
nicht,wissen,sagte,der
wissen,sagte,der,geograph
sagte,der,geograph,und
der,geograph,und,städte
geograph,und,städte,und
und,städte,und,flüsse
städte,und,flüsse,und
und,flüsse,und,wüsten
flüsse,und,wüsten,auch
und,wüsten,auch,das
wüsten,auch,das,kann
auch,das,kann,ich
das,kann,ich,nicht
kann,ich,nicht,wissen
ich,nicht,wissen,sagte
nicht,wissen,sagte,der
wissen,sagte,der,geograph
sagte,der,geograph,aber
der,geograph,aber,sie
geograph,aber,sie,sind
aber,sie,sind,doch
sie,sind,doch,geograph
sind,doch,geograph,das
doch,geograph,das,stimmt
geograph,das,stimmt,wohl
das,stimmt,wohl,sagte
stimmt,wohl,sagte,der
wohl,sagte,der,geograph
sagte,der,geograph,aber
der,geograph,aber,ich
geograph,aber,ich,bin
aber,ich,bin,kein
ich,bin,kein,forscher
bin,kein,forscher,mir
kein,forscher,mir,fehlt
forscher,mir,fehlt,es
mir,fehlt,es,an
fehlt,es,an,forschergeist
es,an,forschergeist,nicht
an,forschergeist,nicht,der
forschergeist,nicht,der,geograph
nicht,der,geograph,wird
der,geograph,wird,die
geograph,wird,die,städte
wird,die,städte,flüsse
die,städte,flüsse,berge
städte,flüsse,berge,meere
flüsse,berge,meere,ozeane
berge,meere,ozeane,und
meere,ozeane,und,wüsten
ozeane,und,wüsten,zählen
und,wüsten,zählen,der
wüsten,zählen,der,geograph
zählen,der,geograph,ist
der,geograph,ist,zu
geograph,ist,zu,bedeutend
ist,zu,bedeutend,um
zu,bedeutend,um,sich
bedeutend,um,sich,herumzutreiben
um,sich,herumzutreiben,er
sich,herumzutreiben,er,verlässt
herumzutreiben,er,verlässt,seinen
er,verlässt,seinen,schreibtisch
verlässt,seinen,schreibtisch,nicht
seinen,schreibtisch,nicht,aber
schreibtisch,nicht,aber,er
nicht,aber,er,empfängt
aber,er,empfängt,die
er,empfängt,die,forscher
empfängt,die,forscher,er
die,forscher,er,befragt
forscher,er,befragt,sie
er,befragt,sie,er
befragt,sie,er,notiert
sie,er,notiert,ihre
er,notiert,ihre,erinnerungen
notiert,ihre,erinnerungen,und
ihre,erinnerungen,und,wenn
erinnerungen,und,wenn,die
und,wenn,die,erinnerungen
wenn,die,erinnerungen,ihm
die,erinnerungen,ihm,interessant
erinnerungen,ihm,interessant,erscheinen
ihm,interessant,erscheinen,veranlasst
interessant,erscheinen,veranlasst,der
erscheinen,veranlasst,der,geograph
veranlasst,der,geograph,eine
der,geograph,eine,untersuchung
geograph,eine,untersuchung,über
eine,untersuchung,über,die
untersuchung,über,die,glaubwürdigkeit
über,die,glaubwürdigkeit,des
die,glaubwürdigkeit,des,forschers
glaubwürdigkeit,des,forschers,wozu
des,forschers,wozu,denn
forschers,wozu,denn,weil
wozu,denn,weil,ein
denn,weil,ein,forscher
weil,ein,forscher,der
ein,forscher,der,lügen
forscher,der,lügen,verbreitet
der,lügen,verbreitet,an
lügen,verbreitet,an,katastrophen
verbreitet,an,katastrophen,in
an,katastrophen,in,unseren
katastrophen,in,unseren,geographiebüchern
in,unseren,geographiebüchern,schuld
unseren,geographiebüchern,schuld,wäre
geographiebüchern,schuld,wäre,und
schuld,wäre,und,auch
wäre,und,auch,ein
und,auch,ein,forscher
auch,ein,forscher,der
ein,forscher,der,zu
forscher,der,zu,viel
der,zu,viel,säuft
zu,viel,säuft,wie
viel,säuft,wie,das
säuft,wie,das,fragte
wie,das,fragte,der
das,fragte,der,kleine
fragte,der,kleine,prinz
der,kleine,prinz,weil
kleine,prinz,weil,betrunkene
prinz,weil,betrunkene,doppelt
weil,betrunkene,doppelt,sehen
betrunkene,doppelt,sehen,so
doppelt,sehen,so,würde
sehen,so,würde,der
so,würde,der,geograph
würde,der,geograph,zwei
der,geograph,zwei,berge
geograph,zwei,berge,verzeichnen
zwei,berge,verzeichnen,wo
berge,verzeichnen,wo,es
verzeichnen,wo,es,nur
wo,es,nur,einen
es,nur,einen,einzigen
nur,einen,einzigen,gibt
einen,einzigen,gibt,ich
einzigen,gibt,ich,kenne
gibt,ich,kenne,da
ich,kenne,da,jemanden
kenne,da,jemanden,sagte
da,jemanden,sagte,der
jemanden,sagte,der,kleine
sagte,der,kleine,prinz
der,kleine,prinz,der
kleine,prinz,der,ein
prinz,der,ein,schlechter
der,ein,schlechter,forscher
ein,schlechter,forscher,wäre
schlechter,forscher,wäre,das
forscher,wäre,das,ist
wäre,das,ist,wohl
das,ist,wohl,möglich
ist,wohl,möglich,wenn
wohl,möglich,wenn,der
möglich,wenn,der,forscher
wenn,der,forscher,also
der,forscher,also,glaubwürdig
forscher,also,glaubwürdig,erscheint
also,glaubwürdig,erscheint,dann
glaubwürdig,erscheint,dann,macht
erscheint,dann,macht,man
dann,macht,man,eine
macht,man,eine,untersuchung
man,eine,untersuchung,über
eine,untersuchung,über,seine
untersuchung,über,seine,entdeckung
über,seine,entdeckung,schaut
seine,entdeckung,schaut,man
entdeckung,schaut,man,nach
schaut,man,nach,nein
man,nach,nein,das
nach,nein,das,ist
nein,das,ist,zu
das,ist,zu,kompliziert
ist,zu,kompliziert,aber
zu,kompliziert,aber,man
kompliziert,aber,man,verlangt
aber,man,verlangt,von
man,verlangt,von,dem
verlangt,von,dem,forscher
von,dem,forscher,dass
dem,forscher,dass,er
forscher,dass,er,beweise
dass,er,beweise,liefert
er,beweise,liefert,handelt
beweise,liefert,handelt,es
liefert,handelt,es,sich
handelt,es,sich,beispielsweise
es,sich,beispielsweise,um
sich,beispielsweise,um,die
beispielsweise,um,die,entdeckung
um,die,entdeckung,eines
die,entdeckung,eines,großen
entdeckung,eines,großen,berges
eines,großen,berges,so
großen,berges,so,verlangt
berges,so,verlangt,man
so,verlangt,man,von
verlangt,man,von,ihm
man,von,ihm,steine
von,ihm,steine,von
ihm,steine,von,dort
steine,von,dort,mitzubringen
von,dort,mitzubringen,plötzlich
dort,mitzubringen,plötzlich,war
mitzubringen,plötzlich,war,der
plötzlich,war,der,geograph
war,der,geograph,ganz
der,geograph,ganz,aufgeregt
geograph,ganz,aufgeregt,aber
ganz,aufgeregt,aber,du
aufgeregt,aber,du,du
aber,du,du,kommst
du,du,kommst,doch
du,kommst,doch,von
kommst,doch,von,weit
doch,von,weit,her
von,weit,her,du
weit,her,du,bist
her,du,bist,ein
du,bist,ein,forscher
bist,ein,forscher,du
ein,forscher,du,wirst
forscher,du,wirst,mir
du,wirst,mir,deinen
wirst,mir,deinen,planeten
mir,deinen,planeten,beschreiben
deinen,planeten,beschreiben,und
planeten,beschreiben,und,der
beschreiben,und,der,geograph
und,der,geograph,hatte
der,geograph,hatte,schon
geograph,hatte,schon,sein
hatte,schon,sein,verzeichnis
schon,sein,verzeichnis,aufgeschlagen
sein,verzeichnis,aufgeschlagen,und
verzeichnis,aufgeschlagen,und,spitze
aufgeschlagen,und,spitze,seinen
und,spitze,seinen,bleistift
spitze,seinen,bleistift,zuerst
seinen,bleistift,zuerst,notiert
bleistift,zuerst,notiert,man
zuerst,notiert,man,die
notiert,man,die,berichte
man,die,berichte,der
die,berichte,der,forscher
berichte,der,forscher,mit
der,forscher,mit,dem
forscher,mit,dem,bleistift
mit,dem,bleistift,mit
dem,bleistift,mit,der
bleistift,mit,der,tinte
mit,der,tinte,wartet
der,tinte,wartet,man
tinte,wartet,man,so
wartet,man,so,lange
man,so,lange,bis
so,lange,bis,der
lange,bis,der,forscher
bis,der,forscher,die
der,forscher,die,beweise
forscher,die,beweise,geliefert
die,beweise,geliefert,hat
beweise,geliefert,hat,also
geliefert,hat,also,fragte
hat,also,fragte,der
also,fragte,der,geograph
fragte,der,geograph,oh
der,geograph,oh,bei
geograph,oh,bei,mir
oh,bei,mir,sagte
bei,mir,sagte,der
mir,sagte,der,kleine
sagte,der,kleine,prinz
der,kleine,prinz,ist
kleine,prinz,ist,es
prinz,ist,es,nicht
ist,es,nicht,sonderlich
es,nicht,sonderlich,interessant
nicht,sonderlich,interessant,es
sonderlich,interessant,es,ist
interessant,es,ist,winzig
es,ist,winzig,ich
ist,winzig,ich,habe
winzig,ich,habe,drei
ich,habe,drei,vulkane
habe,drei,vulkane,zwei
drei,vulkane,zwei,sind
vulkane,zwei,sind,aktiv
zwei,sind,aktiv,und
sind,aktiv,und,einer
aktiv,und,einer,ist
und,einer,ist,erloschen
einer,ist,erloschen,aber
ist,erloschen,aber,man
erloschen,aber,man,weiß
aber,man,weiß,ja
man,weiß,ja,nie
weiß,ja,nie,man
ja,nie,man,weiß
nie,man,weiß,nie
man,weiß,nie,sagte
weiß,nie,sagte,der
nie,sagte,der,geograph
sagte,der,geograph,eine
der,geograph,eine,blume
geograph,eine,blume,habe
eine,blume,habe,ich
blume,habe,ich,auch
habe,ich,auch,wir
ich,auch,wir,schreiben
auch,wir,schreiben,keine
wir,schreiben,keine,blumen
schreiben,keine,blumen,auf
keine,blumen,auf,sagte
blumen,auf,sagte,der
auf,sagte,der,geograph
sagte,der,geograph,wieso
der,geograph,wieso,das
geograph,wieso,das,ist
wieso,das,ist,doch
das,ist,doch,das
ist,doch,das,schönste
doch,das,schönste,weil
das,schönste,weil,blumen
schönste,weil,blumen,vergänglich
weil,blumen,vergänglich,sind
blumen,vergänglich,sind,was
vergänglich,sind,was,heißt
sind,was,heißt,vergänglich
was,heißt,vergänglich,geographiebücher
heißt,vergänglich,geographiebücher,sind
vergänglich,geographiebücher,sind,von
geographiebücher,sind,von,allen
sind,von,allen,büchern
von,allen,büchern,die
allen,büchern,die,wertvollsten
büchern,die,wertvollsten,sie
die,wertvollsten,sie,sind
wertvollsten,sie,sind,nie
sie,sind,nie,überholt
sind,nie,überholt,es
nie,überholt,es,ist
überholt,es,ist,sehr
es,ist,sehr,selten
ist,sehr,selten,dass
sehr,selten,dass,ein
selten,dass,ein,berg
dass,ein,berg,seinen
ein,berg,seinen,platz
berg,seinen,platz,ändert
seinen,platz,ändert,es
platz,ändert,es,ist
ändert,es,ist,selten
es,ist,selten,dass
ist,selten,dass,sich
selten,dass,sich,ein
dass,sich,ein,ozean
sich,ein,ozean,leert
ein,ozean,leert,wir
ozean,leert,wir,schreiben
leert,wir,schreiben,ewige
wir,schreiben,ewige,dinge
schreiben,ewige,dinge,auf
ewige,dinge,auf,aber
dinge,auf,aber,erloschene
auf,aber,erloschene,vulkane
aber,erloschene,vulkane,können
erloschene,vulkane,können,wieder
vulkane,können,wieder,ausbrechen
können,wieder,ausbrechen,unterbrach
wieder,ausbrechen,unterbrach,ihn
ausbrechen,unterbrach,ihn,der
unterbrach,ihn,der,kleine
ihn,der,kleine,prinz
der,kleine,prinz,was
kleine,prinz,was,bedeutet
prinz,was,bedeutet,vergänglich
was,bedeutet,vergänglich,ob
bedeutet,vergänglich,ob,vulkane
vergänglich,ob,vulkane,nun
ob,vulkane,nun,erloschen
vulkane,nun,erloschen,sind
nun,erloschen,sind,oder
erloschen,sind,oder,wieder
sind,oder,wieder,ausbrechen
oder,wieder,ausbrechen,läuft
wieder,ausbrechen,läuft,für
ausbrechen,läuft,für,uns
läuft,für,uns,auf
für,uns,auf,das
uns,auf,das,gleiche
auf,das,gleiche,hinaus
das,gleiche,hinaus,sagte
gleiche,hinaus,sagte,der
hinaus,sagte,der,geograph
sagte,der,geograph,was
der,geograph,was,für
geograph,was,für,uns
was,für,uns,zählt
für,uns,zählt,ist
uns,zählt,ist,der
zählt,ist,der,berg
ist,der,berg,er
der,berg,er,verändert
berg,er,verändert,sich
er,verändert,sich,nicht
verändert,sich,nicht,aber
sich,nicht,aber,was
nicht,aber,was,heißt
aber,was,heißt,vergänglich
was,heißt,vergänglich,wiederholte
heißt,vergänglich,wiederholte,der
vergänglich,wiederholte,der,kleine
wiederholte,der,kleine,prinz
der,kleine,prinz,der
kleine,prinz,der,niemals
prinz,der,niemals,von
der,niemals,von,einer
niemals,von,einer,frage
von,einer,frage,abließ
einer,frage,abließ,die
frage,abließ,die,er
abließ,die,er,einmal
die,er,einmal,gestellt
er,einmal,gestellt,hatte
einmal,gestellt,hatte,das
gestellt,hatte,das,bedeutet
hatte,das,bedeutet,dass
das,bedeutet,dass,etwas
bedeutet,dass,etwas,von
dass,etwas,von,baldigem
etwas,von,baldigem,verschwinden
von,baldigem,verschwinden,bedrohtist
baldigem,verschwinden,bedrohtist,meine
verschwinden,bedrohtist,meine,blume
bedrohtist,meine,blume,ist
meine,blume,ist,von
blume,ist,von,baldigem
ist,von,baldigem,verschwinden
von,baldigem,verschwinden,bedroht
baldigem,verschwinden,bedroht,natürlich
verschwinden,bedroht,natürlich,meine
bedroht,natürlich,meine,blume
natürlich,meine,blume,ist
meine,blume,ist,vergänglich
blume,ist,vergänglich,sagte
ist,vergänglich,sagte,sich
vergänglich,sagte,sich,der
sagte,sich,der,kleine
sich,der,kleine,prinz
der,kleine,prinz,und
kleine,prinz,und,sie
prinz,und,sie,hat
und,sie,hat,nur
sie,hat,nur,vier
hat,nur,vier,dornen
nur,vier,dornen,um
vier,dornen,um,sich
dornen,um,sich,gegen
um,sich,gegen,die
sich,gegen,die,welt
gegen,die,welt,zu
die,welt,zu,verteidigen
welt,zu,verteidigen,und
zu,verteidigen,und,ich
verteidigen,und,ich,hab
und,ich,hab,sie
ich,hab,sie,ganz
hab,sie,ganz,allein
sie,ganz,allein,bei
ganz,allein,bei,mir
allein,bei,mir,zurückgelassen
bei,mir,zurückgelassen,da
mir,zurückgelassen,da,spürte
zurückgelassen,da,spürte,er
da,spürte,er,das
spürte,er,das,erste
er,das,erste,mal
das,erste,mal,bedauern
erste,mal,bedauern,aber
mal,bedauern,aber,er
bedauern,aber,er,fasste
aber,er,fasste,neuen
er,fasste,neuen,mut
fasste,neuen,mut,was
neuen,mut,was,empfehlen
mut,was,empfehlen,sie
was,empfehlen,sie,mir
empfehlen,sie,mir,für
sie,mir,für,einen
mir,für,einen,besuch
für,einen,besuch,fragte
einen,besuch,fragte,er
besuch,fragte,er,den
fragte,er,den,planeten
er,den,planeten,erde
den,planeten,erde,antwortete
planeten,erde,antwortete,der
erde,antwortete,der,geograph
antwortete,der,geograph,er
der,geograph,er,hat
geograph,er,hat,einen
er,hat,einen,guten
hat,einen,guten,ruf
einen,guten,ruf,da
guten,ruf,da,machte
ruf,da,machte,sich
da,machte,sich,der
machte,sich,der,kleine
sich,der,kleine,prinz
der,kleine,prinz,auf
kleine,prinz,auf,den
prinz,auf,den,weg
auf,den,weg,und
den,weg,und,war
weg,und,war,in
und,war,in,gedanken
war,in,gedanken,bei
in,gedanken,bei,seiner
gedanken,bei,seiner,blume
bei,seiner,blume,der
seiner,blume,der,siebente
blume,der,siebente,planet
der,siebente,planet,war
siebente,planet,war,die
planet,war,die,erde
war,die,erde,die
die,erde,die,erde
erde,die,erde,ist
die,erde,ist,nicht
erde,ist,nicht,irgendein
ist,nicht,irgendein,planet
nicht,irgendein,planet,man
irgendein,planet,man,zählt
planet,man,zählt,dort
man,zählt,dort,hundertelf
zählt,dort,hundertelf,könige
dort,hundertelf,könige,natürlich
hundertelf,könige,natürlich,nicht
könige,natürlich,nicht,ohne
natürlich,nicht,ohne,die
nicht,ohne,die,farbigen
ohne,die,farbigen,mitzuzählen
die,farbigen,mitzuzählen,siebentausend
farbigen,mitzuzählen,siebentausend,geographen
mitzuzählen,siebentausend,geographen,neunhunderttausend
siebentausend,geographen,neunhunderttausend,geschäftsmänner
geographen,neunhunderttausend,geschäftsmänner,siebeneinhalb
neunhunderttausend,geschäftsmänner,siebeneinhalb,millionen
geschäftsmänner,siebeneinhalb,millionen,säufer
siebeneinhalb,millionen,säufer,dreihundertelf
millionen,säufer,dreihundertelf,millionen
säufer,dreihundertelf,millionen,eitle
dreihundertelf,millionen,eitle,das
millionen,eitle,das,heißt
eitle,das,heißt,ungefähr
das,heißt,ungefähr,zwei
heißt,ungefähr,zwei,milliarden
ungefähr,zwei,milliarden,erwachsene
zwei,milliarden,erwachsene,um
milliarden,erwachsene,um,euch
erwachsene,um,euch,eine
um,euch,eine,idee
euch,eine,idee,von
eine,idee,von,den
idee,von,den,ausmaßen
von,den,ausmaßen,der
den,ausmaßen,der,erde
ausmaßen,der,erde,zu
der,erde,zu,geben
erde,zu,geben,würde
zu,geben,würde,ich
geben,würde,ich,sagen
würde,ich,sagen,dass
ich,sagen,dass,man
sagen,dass,man,vor
dass,man,vor,der
man,vor,der,erfindung
vor,der,erfindung,der
der,erfindung,der,elektrizität
erfindung,der,elektrizität,auf
der,elektrizität,auf,allen
elektrizität,auf,allen,sechs
auf,allen,sechs,kontinenten
allen,sechs,kontinenten,eine
sechs,kontinenten,eine,armee
kontinenten,eine,armee,aus
eine,armee,aus,vierhundertzweiundsechzigtausendfünfhundertelf
armee,aus,vierhundertzweiundsechzigtausendfünfhundertelf,laternenanzündern
aus,vierhundertzweiundsechzigtausendfünfhundertelf,laternenanzündern,beschäftigen
vierhundertzweiundsechzigtausendfünfhundertelf,laternenanzündern,beschäftigen,musste
laternenanzündern,beschäftigen,musste,aus
beschäftigen,musste,aus,der
musste,aus,der,ferne
aus,der,ferne,sah
der,ferne,sah,das
ferne,sah,das,umwerfend
sah,das,umwerfend,aus
das,umwerfend,aus,die
umwerfend,aus,die,bewegungen
aus,die,bewegungen,dieser
die,bewegungen,dieser,armee
bewegungen,dieser,armee,waren
dieser,armee,waren,einstudiert
armee,waren,einstudiert,wie
waren,einstudiert,wie,bei
einstudiert,wie,bei,einer
wie,bei,einer,balletttruppe
bei,einer,balletttruppe,an
einer,balletttruppe,an,der
balletttruppe,an,der,oper
an,der,oper,zuerst
der,oper,zuerst,waren
oper,zuerst,waren,die
zuerst,waren,die,anzünder
waren,die,anzünder,in
die,anzünder,in,neuseeland
anzünder,in,neuseeland,und
in,neuseeland,und,australien
neuseeland,und,australien,an
und,australien,an,der
australien,an,der,reihe
an,der,reihe,die
der,reihe,die,gingen
reihe,die,gingen,schlafen
die,gingen,schlafen,wenn
gingen,schlafen,wenn,ihre
schlafen,wenn,ihre,laternen
wenn,ihre,laternen,angezündet
ihre,laternen,angezündet,waren
laternen,angezündet,waren,dann
angezündet,waren,dann,begann
waren,dann,begann,der
dann,begann,der,tanz
begann,der,tanz,der
der,tanz,der,laternenanzünder
tanz,der,laternenanzünder,in
der,laternenanzünder,in,china
laternenanzünder,in,china,und
in,china,und,sibirien
china,und,sibirien,dann
und,sibirien,dann,verschwanden
sibirien,dann,verschwanden,auch
dann,verschwanden,auch,sie
verschwanden,auch,sie,hinter
auch,sie,hinter,den
sie,hinter,den,kulissen
hinter,den,kulissen,so
den,kulissen,so,waren
kulissen,so,waren,die
so,waren,die,anzünder
waren,die,anzünder,in
die,anzünder,in,russland
anzünder,in,russland,und
in,russland,und,indien
russland,und,indien,an
und,indien,an,der
indien,an,der,reihe
an,der,reihe,dann
der,reihe,dann,die
reihe,dann,die,in
dann,die,in,afrika
die,in,afrika,und
in,afrika,und,europa
afrika,und,europa,dann
und,europa,dann,die
europa,dann,die,in
dann,die,in,südamerika
die,in,südamerika,schließlich
in,südamerika,schließlich,jene
südamerika,schließlich,jene,in
schließlich,jene,in,nordamerika
jene,in,nordamerika,niemals
in,nordamerika,niemals,verwechselten
nordamerika,niemals,verwechselten,sie
niemals,verwechselten,sie,die
verwechselten,sie,die,reihenfolge
sie,die,reihenfolge,ihres
die,reihenfolge,ihres,auftritts
reihenfolge,ihres,auftritts,es
ihres,auftritts,es,war
auftritts,es,war,großartig
es,war,großartig,nur
war,großartig,nur,der
großartig,nur,der,anzünder
nur,der,anzünder,der
der,anzünder,der,einzigen
anzünder,der,einzigen,laterne
der,einzigen,laterne,am
